[15:21:36] [info] AXIS: Creating Window Axis Engine (1280, 720)
[15:21:36] [trace] AXIS: Storing underlying OS video mode: 1920x1080@60Hz (r8g8b8)
[15:21:36] [info] AXIS: OpenGL Info:
[15:21:40] [info] APP: Frame rate: 64.26673
[15:21:40] [info] APP: Frame rate: 53.73042
[15:21:40] [info] APP: Frame rate: 58.39372
[15:21:40] [info] APP: Frame rate: 53.373512
[15:21:40] [info] APP: Frame rate: 82.97009
[15:21:40] [info] APP: Frame rate: 54.06285
[15:21:40] [info] APP: Frame rate: 64.57544
[15:21:40] [info] APP: Frame rate: 55.909145
[15:21:40] [info] APP: Frame rate: 66.835106
[15:21:40] [info] APP: Frame rate: 50.725685
[15:21:40] [info] APP: Frame rate: 74.796776
[15:21:40] [info] APP: Frame rate: 56.887344
[15:21:40] [info] APP: Frame rate: 62.588474
[15:21:40] [info] APP: Frame rate: 58.26717
[15:21:40] [info] APP: Frame rate: 62.05877
[15:21:41] [info] APP: Frame rate: 58.27041
[15:21:41] [info] APP: Frame rate: 58.878994
[15:21:41] [info] APP: Frame rate: 55.680542
[15:21:41] [info] APP: Frame rate: 66.22516
[15:21:41] [info] APP: Frame rate: 59.034794
[15:21:41] [info] APP: Frame rate: 51.388187
[15:21:41] [info] APP: Frame rate: 58.50286
[15:21:41] [info] APP: Frame rate: 70.24458
[15:21:41] [info] APP: Frame rate: 59.98547
[15:21:41] [info] APP: Frame rate: 64.32192
[15:21:41] [info] APP: Frame rate: 60.34449
[15:21:41] [info] APP: Frame rate: 56.072083
[15:21:41] [info] APP: Frame rate: 65.782684
[15:21:41] [info] APP: Frame rate: 61.945118
[15:21:41] [info] APP: Frame rate: 60.240486
[15:21:41] [info] APP: Frame rate: 57.523987
[15:21:41] [info] APP: Frame rate: 59.982037
[15:21:41] [info] APP: Frame rate: 51.359245
[15:21:41] [info] APP: Frame rate: 32.39195
[15:21:41] [info] APP: Frame rate: 53.80072
[15:21:41] [info] APP: Frame rate: 71.482445
[15:21:41] [info] APP: Frame rate: 29.472595
[15:21:41] [info] APP: Frame rate: 61.83006
[15:21:41] [info] APP: Frame rate: 30.65205
[15:21:41] [info] APP: Frame rate: 60.478485
[15:21:41] [info] APP: Frame rate: 54.781673
[15:21:41] [info] APP: Frame rate: 30.730654
[15:21:41] [info] APP: Frame rate: 30.76943
[15:21:41] [info] APP: Frame rate: 29.956747
[15:21:41] [info] APP: Frame rate: 29.269802
[15:21:41] [info] APP: Frame rate: 30.530674
[15:21:41] [info] APP: Frame rate: 30.495602
[15:21:41] [info] APP: Frame rate: 29.67276
[15:21:41] [info] APP: Frame rate: 26.74427
[15:21:41] [info] APP: Frame rate: 33.005226
[15:21:41] [info] APP: Frame rate: 31.368195
[15:21:41] [info] APP: Frame rate: 28.788843
[15:21:41] [info] APP: Frame rate: 31.550354
[15:21:41] [info] APP: Frame rate: 28.410149
[15:21:41] [info] APP: Frame rate: 29.180202
[15:21:41] [info] APP: Frame rate: 20.826775
[15:21:42] [info] APP: Frame rate: 30.421724
[15:21:42] [info] APP: Frame rate: 29.535273
[15:21:42] [info] APP: Frame rate: 30.648914
[15:21:42] [info] APP: Frame rate: 29.558584
[15:21:42] [info] APP: Frame rate: 29.030344
[15:21:42] [info] APP: Frame rate: 20.075933
[15:21:42] [info] APP: Frame rate: 30.82098
[15:21:42] [info] APP: Frame rate: 30.993616
[15:21:42] [info] APP: Frame rate: 29.607409
[15:21:42] [info] APP: Frame rate: 28.803867
[15:21:42] [info] APP: Frame rate: 31.014242
[15:21:42] [info] APP: Frame rate: 30.04731
[15:21:42] [info] APP: Frame rate: 30.050323
[15:21:42] [info] APP: Frame rate: 29.528618
[15:21:42] [info] APP: Frame rate: 29.966164
[15:21:42] [info] APP: Frame rate: 29.285742
[15:21:42] [info] APP: Frame rate: 20.426937
[15:21:42] [info] APP: Frame rate: 20.322815
[15:21:42] [info] APP: Frame rate: 30.378979
[15:21:42] [info] APP: Frame rate: 30.000887
[15:21:42] [info] APP: Frame rate: 29.857798
[15:21:42] [info] APP: Frame rate: 19.766924
[15:21:42] [info] APP: Frame rate: 20.318483
[15:21:42] [info] APP: Frame rate: 29.666883
[15:21:42] [info] APP: Frame rate: 19.992678
[15:21:42] [info] APP: Frame rate: 19.759474
[15:21:43] [info] APP: Frame rate: 20.306482
[15:21:43] [info] APP: Frame rate: 20.076893
[15:21:43] [info] APP: Frame rate: 20.066135
[15:21:43] [info] APP: Frame rate: 18.760754
[15:21:43] [info] APP: Frame rate: 21.112976
[15:21:43] [info] APP: Frame rate: 20.506233
[15:21:43] [info] APP: Frame rate: 19.71786
[15:21:43] [info] APP: Frame rate: 20.13878
[15:21:43] [info] APP: Frame rate: 20.021118
[15:21:43] [info] APP: Frame rate: 20.11618
[15:21:43] [info] APP: Frame rate: 19.920893
[15:21:43] [info] APP: Frame rate: 20.259401
[15:21:43] [info] APP: Frame rate: 19.676233
[15:21:43] [info] APP: Frame rate: 20.239655
[15:21:43] [info] APP: Frame rate: 19.657606
[15:21:43] [info] APP: Frame rate: 20.412622
[15:21:43] [info] APP: Frame rate: 18.647484
[15:21:43] [info] APP: Frame rate: 21.550806
[15:21:43] [info] APP: Frame rate: 19.907087
[15:21:43] [info] APP: Frame rate: 19.317373
[15:21:44] [info] APP: Frame rate: 20.64939
[15:21:44] [info] APP: Frame rate: 20.03891
[15:21:44] [info] APP: Frame rate: 20.133562
[15:21:44] [info] APP: Frame rate: 20.098059
[15:21:44] [info] APP: Frame rate: 19.46385
[15:21:44] [info] APP: Frame rate: 20.365643
[15:21:44] [info] APP: Frame rate: 19.844923
[15:21:44] [info] APP: Frame rate: 20.446854
[15:21:44] [info] APP: Frame rate: 19.998016
[15:21:44] [info] APP: Frame rate: 19.444
[15:21:44] [info] APP: Frame rate: 20.549435
[15:21:44] [info] APP: Frame rate: 20.424948
[15:21:44] [info] APP: Frame rate: 19.575403
[15:21:44] [info] APP: Frame rate: 19.931494
[15:21:44] [info] APP: Frame rate: 19.933767
[15:21:44] [info] APP: Frame rate: 20.46002
[15:21:44] [info] APP: Frame rate: 28.674688
[15:21:44] [info] APP: Frame rate: 20.523693
[15:21:44] [info] APP: Frame rate: 20.14865
[15:21:44] [info] APP: Frame rate: 19.860523
[15:21:45] [info] APP: Frame rate: 19.820728
[15:21:45] [info] APP: Frame rate: 20.246298
[15:21:45] [info] APP: Frame rate: 20.234577
[15:21:45] [info] APP: Frame rate: 29.724913
[15:21:45] [info] APP: Frame rate: 19.79491
[15:21:45] [info] APP: Frame rate: 19.261131
[15:21:45] [info] APP: Frame rate: 21.083261
[15:21:45] [info] APP: Frame rate: 20.055006
[15:21:45] [info] APP: Frame rate: 29.614935
[15:21:45] [info] APP: Frame rate: 20.067673
[15:21:45] [info] APP: Frame rate: 20.014048
[15:21:45] [info] APP: Frame rate: 20.133175
[15:21:45] [info] APP: Frame rate: 20.150585
[15:21:45] [info] APP: Frame rate: 19.814735
[15:21:45] [info] APP: Frame rate: 19.96033
[15:21:45] [info] APP: Frame rate: 20.055006
[15:21:45] [info] APP: Frame rate: 20.07305
[15:21:45] [info] APP: Frame rate: 19.798649
[15:21:45] [info] APP: Frame rate: 20.133947
[15:21:45] [info] APP: Frame rate: 20.015575
[15:21:45] [info] APP: Frame rate: 20.084585
[15:21:46] [info] APP: Frame rate: 19.874073
[15:21:46] [info] APP: Frame rate: 20.311007
[15:21:46] [info] APP: Frame rate: 19.740501
[15:21:46] [info] APP: Frame rate: 19.977062
[15:21:46] [info] APP: Frame rate: 20.012901
[15:21:46] [info] APP: Frame rate: 20.117338
[15:21:46] [info] APP: Frame rate: 19.85037
[15:21:46] [info] APP: Frame rate: 30.545794
[15:21:46] [info] APP: Frame rate: 30.198313
[15:21:46] [info] APP: Frame rate: 29.151403
[15:21:46] [info] APP: Frame rate: 20.215073
[15:21:46] [info] APP: Frame rate: 20.370192
[15:21:46] [info] APP: Frame rate: 29.736713
[15:21:46] [info] APP: Frame rate: 29.748526
[15:21:46] [info] APP: Frame rate: 30.193094
[15:21:46] [info] APP: Frame rate: 29.397404
[15:21:46] [info] APP: Frame rate: 30.224426
[15:21:46] [info] APP: Frame rate: 29.84675
[15:21:46] [info] APP: Frame rate: 30.733807
[15:21:46] [info] APP: Frame rate: 30.122839
[15:21:46] [info] APP: Frame rate: 28.456795
[15:21:46] [info] APP: Frame rate: 31.751938
[15:21:46] [info] APP: Frame rate: 29.157888
[15:21:46] [info] APP: Frame rate: 30.13669
[15:21:46] [info] APP: Frame rate: 30.439386
[15:21:46] [info] APP: Frame rate: 30.265427
[15:21:47] [info] APP: Frame rate: 29.848448
[15:21:47] [info] APP: Frame rate: 29.976444
[15:21:47] [info] APP: Frame rate: 30.344254
[15:21:47] [info] APP: Frame rate: 29.127111
[15:21:47] [info] APP: Frame rate: 30.741915
[15:21:47] [info] APP: Frame rate: 29.167622
[15:21:47] [info] APP: Frame rate: 30.478317
[15:21:47] [info] APP: Frame rate: 30.8868
[15:21:47] [info] APP: Frame rate: 30.15489
[15:21:47] [info] APP: Frame rate: 27.728369
[15:21:47] [info] APP: Frame rate: 31.97463
[15:21:47] [info] APP: Frame rate: 29.802637
[15:21:47] [info] APP: Frame rate: 30.707705
[15:21:47] [info] APP: Frame rate: 29.115788
[15:21:47] [info] APP: Frame rate: 31.066156
[15:21:47] [info] APP: Frame rate: 49.349396
[15:21:47] [info] APP: Frame rate: 31.689564
[15:21:47] [info] APP: Frame rate: 31.217838
[15:21:47] [info] APP: Frame rate: 30.492496
[15:21:47] [info] APP: Frame rate: 57.40589
[15:21:47] [info] APP: Frame rate: 60.117878
[15:21:47] [info] APP: Frame rate: 30.389103
[15:21:47] [info] APP: Frame rate: 59.399307
[15:21:47] [info] APP: Frame rate: 54.083763
[15:21:47] [info] APP: Frame rate: 30.186142
[15:21:47] [info] APP: Frame rate: 31.74617
[15:21:47] [info] APP: Frame rate: 30.015057
[15:21:47] [info] APP: Frame rate: 57.728252
[15:21:47] [info] APP: Frame rate: 60.558823
[15:21:47] [info] APP: Frame rate: 61.298725
[15:21:47] [info] APP: Frame rate: 58.724014
[15:21:47] [info] APP: Frame rate: 62.54554
[15:21:47] [info] APP: Frame rate: 57.94198
[15:21:47] [info] APP: Frame rate: 62.075302
[15:21:47] [info] APP: Frame rate: 60.52736
[15:21:47] [info] APP: Frame rate: 27.544815
[15:21:47] [info] APP: Frame rate: 31.586468
[15:21:48] [info] APP: Frame rate: 66.264915
[15:21:48] [info] APP: Frame rate: 58.273647
[15:21:48] [info] APP: Frame rate: 60.433174
[15:21:48] [info] APP: Frame rate: 56.07358
[15:21:48] [info] APP: Frame rate: 62.341022
[15:21:48] [info] APP: Frame rate: 60.51339
[15:21:48] [info] APP: Frame rate: 60.818745
[15:21:48] [info] APP: Frame rate: 61.800907
[15:21:48] [info] APP: Frame rate: 60.314983
[15:21:48] [info] APP: Frame rate: 57.03432
[15:21:48] [info] APP: Frame rate: 61.83006
[15:21:48] [info] APP: Frame rate: 60.509895
[15:21:48] [info] APP: Frame rate: 60.9779
[15:21:48] [info] APP: Frame rate: 49.493816
[15:21:48] [info] APP: Frame rate: 65.960625
[15:21:48] [info] APP: Frame rate: 65.29929
[15:21:48] [info] APP: Frame rate: 61.18784
[15:21:48] [info] APP: Frame rate: 53.452415
[15:21:48] [info] APP: Frame rate: 57.35565
[15:21:48] [info] APP: Frame rate: 64.19591
[15:21:48] [info] APP: Frame rate: 69.67745
[15:21:48] [info] APP: Frame rate: 57.277325
[15:21:48] [info] APP: Frame rate: 62.012894
[15:21:48] [info] APP: Frame rate: 57.10887
[15:21:48] [info] APP: Frame rate: 62.21526
[15:21:48] [info] APP: Frame rate: 60.221455
[15:21:48] [info] APP: Frame rate: 62.09368
[15:21:48] [info] APP: Frame rate: 57.86524
[15:21:48] [info] APP: Frame rate: 62.163624
[15:21:48] [info] APP: Frame rate: 51.170017
[15:21:48] [info] APP: Frame rate: 66.03955
[15:21:48] [info] APP: Frame rate: 63.43089
[15:21:48] [info] APP: Frame rate: 58.21218
[15:21:48] [info] APP: Frame rate: 54.462994
[15:21:48] [info] APP: Frame rate: 67.4022
[15:21:48] [info] APP: Frame rate: 59.850227
[15:21:48] [info] APP: Frame rate: 63.171036
[15:21:48] [info] APP: Frame rate: 55.486084
[15:21:48] [info] APP: Frame rate: 62.85673
[15:21:48] [info] APP: Frame rate: 61.1807
[15:21:48] [info] APP: Frame rate: 62.042248
[15:21:48] [info] APP: Frame rate: 57.582428
[15:21:48] [info] APP: Frame rate: 62.115753
[15:21:48] [info] APP: Frame rate: 58.231575
[15:21:48] [info] APP: Frame rate: 60.269917
[15:21:48] [info] APP: Frame rate: 57.535034
[15:21:48] [info] APP: Frame rate: 56.438774
[15:21:48] [info] APP: Frame rate: 62.27438
[15:21:48] [info] APP: Frame rate: 66.563576
[15:21:48] [info] APP: Frame rate: 60.804638
[15:21:48] [info] APP: Frame rate: 52.934322
[15:21:48] [info] APP: Frame rate: 68.606125
[15:21:48] [info] APP: Frame rate: 60.398365
[15:21:48] [info] APP: Frame rate: 59.17138
[15:21:48] [info] APP: Frame rate: 58.97171
[15:21:48] [info] APP: Frame rate: 60.06622
[15:21:48] [info] APP: Frame rate: 60.70256
[15:21:48] [info] APP: Frame rate: 59.480175
[15:21:48] [info] APP: Frame rate: 61.819126
[15:21:48] [info] APP: Frame rate: 55.34843
[15:21:49] [info] APP: Frame rate: 58.331997
[15:21:49] [info] APP: Frame rate: 62.090004
[15:21:49] [info] APP: Frame rate: 65.7332
[15:21:49] [info] APP: Frame rate: 48.321476
[15:21:49] [info] APP: Frame rate: 71.360825
[15:21:49] [info] APP: Frame rate: 63.54236
[15:21:49] [info] APP: Frame rate: 58.244514
[15:21:49] [info] APP: Frame rate: 63.136803
[15:21:49] [info] APP: Frame rate: 58.07033
[15:21:49] [info] APP: Frame rate: 61.298725
[15:21:49] [info] APP: Frame rate: 56.09458
[15:21:49] [info] APP: Frame rate: 59.27172
[15:21:49] [info] APP: Frame rate: 66.17291
[15:21:49] [info] APP: Frame rate: 51.77386
[15:21:49] [info] APP: Frame rate: 67.10457
[15:21:49] [info] APP: Frame rate: 51.44618
[15:21:49] [info] APP: Frame rate: 66.53401
[15:21:49] [info] APP: Frame rate: 67.93495
[15:21:49] [info] APP: Frame rate: 60.259525
[15:21:49] [info] APP: Frame rate: 59.375763
[15:21:49] [info] APP: Frame rate: 59.483547
[15:21:49] [info] APP: Frame rate: 60.51339
[15:21:49] [info] APP: Frame rate: 59.500427
[15:21:49] [info] APP: Frame rate: 50.79326
[15:21:49] [info] APP: Frame rate: 75.27466
[15:21:49] [info] APP: Frame rate: 59.439713
[15:21:49] [info] APP: Frame rate: 59.863895
[15:21:49] [info] APP: Frame rate: 60.534348
[15:21:49] [info] APP: Frame rate: 59.901512
[15:21:49] [info] APP: Frame rate: 54.755928
[15:21:49] [info] APP: Frame rate: 63.56162
[15:21:49] [info] APP: Frame rate: 64.50394
[15:21:49] [info] APP: Frame rate: 57.86524
[15:21:49] [info] APP: Frame rate: 62.20419
[15:21:49] [info] APP: Frame rate: 59.591724
[15:21:49] [info] APP: Frame rate: 57.948383
[15:21:49] [info] APP: Frame rate: 60.294174
[15:21:49] [info] APP: Frame rate: 62.415237
[15:21:49] [info] APP: Frame rate: 56.935223
[15:21:49] [info] APP: Frame rate: 62.63521
[15:21:49] [info] APP: Frame rate: 58.283363
[15:21:49] [info] APP: Frame rate: 60.02496
[15:21:49] [info] APP: Frame rate: 59.64596
[15:21:49] [info] APP: Frame rate: 61.348934
[15:21:49] [info] APP: Frame rate: 51.84554
[15:21:49] [info] APP: Frame rate: 63.534657
[15:21:49] [info] APP: Frame rate: 57.37762
[15:21:49] [info] APP: Frame rate: 62.804024
[15:21:49] [info] APP: Frame rate: 66.15621
[15:21:49] [info] APP: Frame rate: 56.408413
[15:21:49] [info] APP: Frame rate: 59.301888
[15:21:49] [info] APP: Frame rate: 67.825096
[15:21:49] [info] APP: Frame rate: 56.533104
[15:21:49] [info] APP: Frame rate: 62.75516
[15:21:49] [info] APP: Frame rate: 59.352238
[15:21:49] [info] APP: Frame rate: 60.776443
[15:21:49] [info] APP: Frame rate: 59.24158
[15:21:49] [info] APP: Frame rate: 60.26299
[15:21:49] [info] APP: Frame rate: 59.581566
[15:21:49] [info] APP: Frame rate: 59.470055
[15:21:50] [info] APP: Frame rate: 54.89352
[15:21:50] [info] APP: Frame rate: 59.058067
[15:21:50] [info] APP: Frame rate: 57.629898
[15:21:50] [info] APP: Frame rate: 67.58031
[15:21:50] [info] APP: Frame rate: 62.6689
[15:21:50] [info] APP: Frame rate: 60.018085
[15:21:50] [info] APP: Frame rate: 60.590317
[15:21:50] [info] APP: Frame rate: 61.70998
[15:21:50] [info] APP: Frame rate: 58.0832
[15:21:50] [info] APP: Frame rate: 62.53435
[15:21:50] [info] APP: Frame rate: 59.54097
[15:21:50] [info] APP: Frame rate: 60.398365
[15:21:50] [info] APP: Frame rate: 58.530617
[15:21:50] [info] APP: Frame rate: 60.89999
[15:21:50] [info] APP: Frame rate: 58.067116
[15:21:50] [info] APP: Frame rate: 63.02296
[15:21:50] [info] APP: Frame rate: 57.208576
[15:21:50] [info] APP: Frame rate: 55.39814
[15:21:50] [info] APP: Frame rate: 67.58902
[15:21:50] [info] APP: Frame rate: 60.765877
[15:21:50] [info] APP: Frame rate: 59.91863
[15:21:50] [info] APP: Frame rate: 53.057533
[15:21:50] [info] APP: Frame rate: 63.041904
[15:21:50] [info] APP: Frame rate: 66.160385
